"","Island","Species","Year","COUNT","CUM_FREQ","No_specimen_year"
"1966","North","Navarretia squarrosa",1971,3,8,182
"2145","North","Navarretia squarrosa",1972,2,10,218
"2160","North","Navarretia squarrosa",1973,1,11,261
"2402","North","Navarretia squarrosa",1975,1,12,253
"3391","North","Navarretia squarrosa",1985,2,14,153
"4542","North","Navarretia squarrosa",2002,1,15,37
"287","North","Onopordum acanthium",1941,1,1,43
"931","North","Osmunda regalis",1958,3,3,191
"1377","North","Osmunda regalis",1964,1,4,104
"2304","North","Osmunda regalis",1974,1,5,142
"2588","North","Osmunda regalis",1976,1,6,158
"2664","North","Osmunda regalis",1977,1,7,299
"2827","North","Osmunda regalis",1978,2,9,125
"3146","North","Osmunda regalis",1982,1,10,130
"3581","North","Osmunda regalis",1987,1,11,171
"3761","North","Osmunda regalis",1989,1,12,92
"3912","North","Osmunda regalis",1992,1,13,118
"4072","North","Osmunda regalis",1994,1,14,158
"4568","North","Osmunda regalis",2003,2,16,56
"1276","North","Osteospermum fruticosum",1963,1,1,200
"2100","North","Osteospermum fruticosum",1972,1,2,218
"2485","North","Osteospermum fruticosum",1975,1,3,253
"3140","North","Osteospermum fruticosum",1982,1,4,130
"3279","North","Osteospermum fruticosum",1984,1,5,131
"3846","North","Osteospermum fruticosum",1991,1,6,114
"4026","North","Osteospermum fruticosum",1993,1,7,143
"4578","North","Osteospermum fruticosum",2003,1,8,56
"39","North","Ottelia ovalifolia",1914,1,1,1
"71","North","Ottelia ovalifolia",1923,1,2,2
"197","North","Ottelia ovalifolia",1937,1,3,30
"275","North","Ottelia ovalifolia",1941,1,4,43
"363","North","Ottelia ovalifolia",1945,2,6,59
"492","North","Ottelia ovalifolia",1949,1,7,59
"551","North","Ottelia ovalifolia",1950,4,11,81
"573","North","Ottelia ovalifolia",1951,1,12,58
"708","North","Ottelia ovalifolia",1953,3,15,129
"846","North","Ottelia ovalifolia",1956,8,23,94
"935","North","Ottelia ovalifolia",1958,2,25,191
"1028","North","Ottelia ovalifolia",1959,2,27,157
"1130","North","Ottelia ovalifolia",1961,3,30,134
"1323","North","Ottelia ovalifolia",1963,1,31,200
"1385","North","Ottelia ovalifolia",1964,1,32,104
"1595","North","Ottelia ovalifolia",1967,1,33,85
"1840","North","Ottelia ovalifolia",1970,4,37,283
"1952","North","Ottelia ovalifolia",1971,1,38,182
"2218","North","Ottelia ovalifolia",1973,1,39,261
"2897","North","Ottelia ovalifolia",1979,1,40,156
"3592","North","Ottelia ovalifolia",1987,1,41,171
"3683","North","Ottelia ovalifolia",1988,5,46,128
"3809","North","Ottelia ovalifolia",1990,1,47,80
"3857","North","Ottelia ovalifolia",1991,1,48,114
"4220","North","Ottelia ovalifolia",1996,1,49,78
"22","North","Paspalum distichum",1902,1,1,2
"24","North","Paspalum distichum",1907,1,2,3
"30","North","Paspalum distichum",1908,2,4,6
"34","North","Paspalum distichum",1910,1,5,1
"40","North","Paspalum distichum",1915,1,6,4
"47","North","Paspalum distichum",1919,1,7,6
"52","North","Paspalum distichum",1920,1,8,11
"85","North","Paspalum distichum",1927,1,9,2
"257","North","Paspalum distichum",1940,1,10,36
"279","North","Paspalum distichum",1941,1,11,43
"376","North","Paspalum distichum",1945,1,12,59
"510","North","Paspalum distichum",1949,2,14,59
"540","North","Paspalum distichum",1950,2,16,81
"795","North","Paspalum distichum",1955,2,18,64
"817","North","Paspalum distichum",1956,2,20,94
"919","North","Paspalum distichum",1958,3,23,191
"1071","North","Paspalum distichum",1959,4,27,157
"1088","North","Paspalum distichum",1960,1,28,43
"1180","North","Paspalum distichum",1961,2,30,134
"1297","North","Paspalum distichum",1963,5,35,200
"1455","North","Paspalum distichum",1965,1,36,92
"1507","North","Paspalum distichum",1966,1,37,101
"1667","North","Paspalum distichum",1968,3,40,139
"1738","North","Paspalum distichum",1969,1,41,136
"1980","North","Paspalum distichum",1971,1,42,182
"2135","North","Paspalum distichum",1972,5,47,218
"2409","North","Paspalum distichum",1975,4,51,253
"2561","North","Paspalum distichum",1976,2,53,158
"2671","North","Paspalum distichum",1977,2,55,299
"2828","North","Paspalum distichum",1978,2,57,125
"3096","North","Paspalum distichum",1981,2,59,158
"3394","North","Paspalum distichum",1985,1,60,153
"3476","North","Paspalum distichum",1986,2,62,114
"3640","North","Paspalum distichum",1988,1,63,128
"3804","North","Paspalum distichum",1990,1,64,80
"3871","North","Paspalum distichum",1991,1,65,114
"4044","North","Paspalum distichum",1993,1,66,143
"29","North","Paspalum vaginatum",1908,2,2,6
"42","North","Paspalum vaginatum",1915,1,3,4
"55","North","Paspalum vaginatum",1920,2,5,11
"66","North","Paspalum vaginatum",1922,1,6,8
"77","North","Paspalum vaginatum",1925,1,7,5
"80","North","Paspalum vaginatum",1926,1,8,5
"293","North","Paspalum vaginatum",1941,1,9,43
"315","North","Paspalum vaginatum",1943,1,10,25
"563","North","Paspalum vaginatum",1950,1,11,81
"686","North","Paspalum vaginatum",1953,1,12,129
"993","North","Paspalum vaginatum",1958,1,13,191
"1258","North","Paspalum vaginatum",1963,1,14,200
"1621","North","Paspalum vaginatum",1967,1,15,85
"1709","North","Paspalum vaginatum",1968,1,16,139
"1809","North","Paspalum vaginatum",1969,1,17,136
"1842","North","Paspalum vaginatum",1970,1,18,283
"1948","North","Paspalum vaginatum",1971,1,19,182
"2045","North","Paspalum vaginatum",1972,2,21,218
"3125","North","Paspalum vaginatum",1982,2,23,130
"3455","North","Paspalum vaginatum",1986,2,25,114
"3717","North","Paspalum vaginatum",1989,3,28,92
"3763","North","Paspalum vaginatum",1990,1,29,80
"4364","North","Paspalum vaginatum",1999,1,30,78
"243","North","Passiflora caerulea",1940,1,1,36
"541","North","Passiflora caerulea",1950,2,3,81
"603","North","Passiflora caerulea",1952,1,4,63
"1541","North","Passiflora caerulea",1966,1,5,101
"1955","North","Passiflora caerulea",1971,1,6,182
"2483","North","Passiflora caerulea",1975,1,7,253
"2911","North","Passiflora caerulea",1979,1,8,156
"3052","North","Passiflora caerulea",1981,1,9,158
"3220","North","Passiflora caerulea",1983,1,10,76
"3711","North","Passiflora caerulea",1989,2,12,92
"4430","North","Passiflora caerulea",2000,2,14,72
"4488","North","Passiflora caerulea",2001,1,15,47
"1877","North","Passiflora tarminiana",1970,1,1,283
"2130","North","Passiflora tarminiana",1972,2,3,218
"2346","North","Passiflora tarminiana",1974,1,4,142
"2607","North","Passiflora tarminiana",1977,1,5,299
"3041","North","Passiflora tarminiana",1981,2,7,158
"3573","North","Passiflora tarminiana",1987,1,8,171
"4338","North","Passiflora tarminiana",1998,1,9,68
"4551","North","Passiflora tarminiana",2002,2,11,37
"4645","North","Passiflora tarminiana",2005,1,12,35
"141","North","Pennisetum clandestinum",1930,1,1,11
"312","North","Pennisetum clandestinum",1942,1,2,25
"423","North","Pennisetum clandestinum",1946,1,3,24
"475","North","Pennisetum clandestinum",1948,1,4,29
"555","North","Pennisetum clandestinum",1950,2,6,81
"618","North","Pennisetum clandestinum",1952,1,7,63
"1042","North","Pennisetum clandestinum",1959,1,8,157
"1871","North","Pennisetum clandestinum",1970,2,10,283
"2122","North","Pennisetum clandestinum",1972,2,12,218
"2477","North","Pennisetum clandestinum",1975,2,14,253
"2790","North","Pennisetum clandestinum",1978,2,16,125
"2864","North","Pennisetum clandestinum",1979,1,17,156
"3774","North","Pennisetum clandestinum",1990,1,18,80
"3902","North","Pennisetum clandestinum",1992,1,19,118
"154","North","Pennisetum macrourum",1932,1,1,10
"240","North","Pennisetum macrourum",1939,1,2,29
"296","North","Pennisetum macrourum",1942,1,3,25
"353","North","Pennisetum macrourum",1944,1,4,34
"527","North","Pennisetum macrourum",1950,1,5,81
"612","North","Pennisetum macrourum",1952,1,6,63
"906","North","Pennisetum macrourum",1957,1,7,88
"1017","North","Pennisetum macrourum",1959,3,10,157
"1184","North","Pennisetum macrourum",1962,1,11,124
"1336","North","Pennisetum macrourum",1963,5,16,200
"1463","North","Pennisetum macrourum",1965,1,17,92
"1786","North","Pennisetum macrourum",1969,1,18,136
"1845","North","Pennisetum macrourum",1970,1,19,283
"2086","North","Pennisetum macrourum",1972,1,20,218
"2230","North","Pennisetum macrourum",1973,3,23,261
"2318","North","Pennisetum macrourum",1974,2,25,142
"2459","North","Pennisetum macrourum",1975,2,27,253
"3023","North","Pennisetum macrourum",1981,1,28,158
"3720","North","Pennisetum macrourum",1989,1,29,92
"4014","North","Pennisetum macrourum",1993,4,33,143
"4089","North","Pennisetum macrourum",1994,3,36,158
"4636","North","Pennisetum macrourum",2005,2,38,35
"3822","North","Phyllostachys aurea",1990,1,1,80
"3885","North","Phyllostachys aurea",1991,7,8,114
"3944","North","Phyllostachys aurea",1992,3,11,118
"4037","North","Phyllostachys aurea",1993,4,15,143
"4124","North","Phyllostachys aurea",1994,1,16,158
"4174","North","Phyllostachys aurea",1995,1,17,48
"4574","North","Phyllostachys aurea",2003,1,18,56
"60","North","Physalis peruviana",1921,1,1,10
"238","North","Physalis peruviana",1939,2,3,29
"325","North","Physalis peruviana",1943,1,4,25
"521","North","Physalis peruviana",1949,2,6,59
"688","North","Physalis peruviana",1953,1,7,129
"1082","North","Physalis peruviana",1960,2,9,43
"1273","North","Physalis peruviana",1963,2,11,200
"1445","North","Physalis peruviana",1965,1,12,92
"1641","North","Physalis peruviana",1968,2,14,139
"1985","North","Physalis peruviana",1971,1,15,182
"2278","North","Physalis peruviana",1974,2,17,142
"2465","North","Physalis peruviana",1975,1,18,253
"2616","North","Physalis peruviana",1977,1,19,299
"2765","North","Physalis peruviana",1978,1,20,125
"2888","North","Physalis peruviana",1979,1,21,156
"3138","North","Physalis peruviana",1982,1,22,130
"3379","North","Physalis peruviana",1985,1,23,153
"3709","North","Physalis peruviana",1989,1,24,92
"3823","North","Physalis peruviana",1991,1,25,114
"4004","North","Physalis peruviana",1993,1,26,143
"4117","North","Physalis peruviana",1994,1,27,158
"334","North","Pinus muricata",1943,2,2,25
"467","North","Pinus muricata",1948,1,3,29
"1670","North","Pinus muricata",1968,1,4,139
"3272","North","Pinus muricata",1984,1,5,131
"3600","North","Pinus muricata",1987,1,6,171
"4631","North","Pinus muricata",2005,1,7,35
"181","North","Pinus pinaster",1936,1,1,15
"2364","North","Pinus pinaster",1975,1,2,253
"2495","North","Pinus pinaster",1976,1,3,158
"3322","North","Pinus pinaster",1984,1,4,131
"3812","North","Pinus pinaster",1990,1,5,80
"4147","North","Pinus pinaster",1995,1,6,48
"4643","North","Pinus pinaster",2005,1,7,35
"1716","North","Pinus radiata",1968,1,1,139
"1984","North","Pinus radiata",1971,1,2,182
"2462","North","Pinus radiata",1975,1,3,253
"2710","North","Pinus radiata",1977,1,4,299
"3317","North","Pinus radiata",1984,1,5,131
"3953","North","Pinus radiata",1992,1,6,118
"4027","North","Pinus radiata",1993,2,8,143
"4091","North","Pinus radiata",1994,1,9,158
"4624","North","Pinus radiata",2004,1,10,39
"3670","North","Plantago coronopus",1988,1,1,128
"3934","North","Plantago coronopus",1992,2,3,118
"4274","North","Plantago coronopus",1997,1,4,69
"249","North","Plectranthus ciliatus",1940,1,1,36
"1080","North","Plectranthus ciliatus",1960,1,2,43
"1262","North","Plectranthus ciliatus",1963,1,3,200
"1393","North","Plectranthus ciliatus",1964,1,4,104
"1615","North","Plectranthus ciliatus",1967,1,5,85
"1642","North","Plectranthus ciliatus",1968,2,7,139
"2626","North","Plectranthus ciliatus",1977,3,10,299
"3031","North","Plectranthus ciliatus",1981,1,11,158
"3228","North","Plectranthus ciliatus",1983,1,12,76
"3768","North","Plectranthus ciliatus",1990,1,13,80
"4255","North","Plectranthus ciliatus",1997,1,14,69
"4490","North","Plectranthus ciliatus",2001,1,15,47
"714","North","Populus alba",1953,1,1,129
"2486","North","Populus alba",1975,1,2,253
"2541","North","Populus alba",1976,1,3,158
"4086","North","Populus alba",1994,1,4,158
"242","North","Potamogeton crispus",1940,1,1,36
"286","North","Potamogeton crispus",1941,1,2,43
"451","North","Potamogeton crispus",1947,3,5,43
"499","North","Potamogeton crispus",1949,1,6,59
"549","North","Potamogeton crispus",1950,3,9,81
"624","North","Potamogeton crispus",1952,1,10,63
"741","North","Potamogeton crispus",1954,1,11,83
"844","North","Potamogeton crispus",1956,8,19,94
"1172","North","Potamogeton crispus",1961,13,32,134
"1330","North","Potamogeton crispus",1963,3,35,200
"1425","North","Potamogeton crispus",1965,1,36,92
"1752","North","Potamogeton crispus",1969,1,37,136
"2053","North","Potamogeton crispus",1972,1,38,218
"3666","North","Potamogeton crispus",1988,2,40,128
"3751","North","Potamogeton crispus",1989,1,41,92
"3962","North","Potamogeton crispus",1992,1,42,118
"682","North","Prunus avium",1953,1,1,129
"1720","North","Prunus avium",1968,1,2,139
"3343","North","Prunus avium",1984,1,3,131
"3540","North","Prunus avium",1987,1,4,171
"659","North","Prunus cerasifera",1953,2,2,129
"3195","North","Prunus cerasifera",1982,1,3,130
"3723","North","Prunus cerasifera",1989,1,4,92
"4211","North","Prunus cerasifera",1996,1,5,78
"677","North","Prunus laurocerasus",1953,1,1,129
"2822","North","Prunus laurocerasus",1978,1,2,125
"3750","North","Prunus laurocerasus",1989,1,3,92
"3781","North","Prunus laurocerasus",1990,1,4,80
"3834","North","Prunus laurocerasus",1991,1,5,114
"4345","North","Prunus laurocerasus",1998,1,6,68
"245","North","Pseudosasa japonica",1940,1,1,36
"685","North","Pseudosasa japonica",1953,2,3,129
"1308","North","Pseudosasa japonica",1963,1,4,200
"1356","North","Pseudosasa japonica",1964,1,5,104
"2063","North","Pseudosasa japonica",1972,1,6,218
"2270","North","Pseudosasa japonica",1974,1,7,142
"2501","North","Pseudosasa japonica",1976,1,8,158
"2838","North","Pseudosasa japonica",1979,2,10,156
"3521","North","Pseudosasa japonica",1987,1,11,171
"3703","North","Pseudosasa japonica",1989,1,12,92
"3838","North","Pseudosasa japonica",1991,15,27,114
"3909","North","Pseudosasa japonica",1992,6,33,118
"4020","North","Pseudosasa japonica",1993,1,34,143
"4208","North","Pseudosasa japonica",1996,1,35,78
"4292","North","Pseudosasa japonica",1997,1,36,69
"277","North","Psoralea pinnata",1941,1,1,43
"341","North","Psoralea pinnata",1944,1,2,34
"450","North","Psoralea pinnata",1947,2,4,43
"491","North","Psoralea pinnata",1949,2,6,59
"582","North","Psoralea pinnata",1951,1,7,58
"661","North","Psoralea pinnata",1953,1,8,129
"1085","North","Psoralea pinnata",1960,1,9,43
"1207","North","Psoralea pinnata",1962,1,10,124
"1500","North","Psoralea pinnata",1966,1,11,101
"1612","North","Psoralea pinnata",1967,2,13,85
"1790","North","Psoralea pinnata",1969,1,14,136
"1917","North","Psoralea pinnata",1970,1,15,283
"2222","North","Psoralea pinnata",1973,1,16,261
"2652","North","Psoralea pinnata",1977,1,17,299
"2965","North","Psoralea pinnata",1980,1,18,150
"3094","North","Psoralea pinnata",1981,1,19,158
"3491","North","Psoralea pinnata",1986,2,21,114
"3520","North","Psoralea pinnata",1987,1,22,171
"3738","North","Psoralea pinnata",1989,2,24,92
"4169","North","Psoralea pinnata",1995,1,25,48
"4300","North","Psoralea pinnata",1997,1,26,69
"4395","North","Psoralea pinnata",1999,1,27,78
"4478","North","Psoralea pinnata",2000,1,28,72
"4532","North","Psoralea pinnata",2002,1,29,37
"4559","North","Psoralea pinnata",2003,1,30,56
"4623","North","Psoralea pinnata",2004,1,31,39
"848","North","Ranunculus acris",1956,1,1,94
"1369","North","Ranunculus acris",1964,1,2,104
"2089","North","Ranunculus acris",1972,1,3,218
"2265","North","Ranunculus acris",1974,1,4,142
"2362","North","Ranunculus acris",1975,1,5,253
"2673","North","Ranunculus acris",1977,2,7,299
"3355","North","Ranunculus acris",1985,1,8,153
"3704","North","Ranunculus acris",1989,1,9,92
"4054","North","Ranunculus acris",1993,1,10,143
"166","North","Rhamnus alaternus",1934,1,1,13
"429","North","Rhamnus alaternus",1947,1,2,43
"897","North","Rhamnus alaternus",1957,1,3,88
"1096","North","Rhamnus alaternus",1960,1,4,43
"1196","North","Rhamnus alaternus",1962,1,5,124
"1317","North","Rhamnus alaternus",1963,1,6,200
"1973","North","Rhamnus alaternus",1971,1,7,182
"2070","North","Rhamnus alaternus",1972,1,8,218
"2779","North","Rhamnus alaternus",1978,1,9,125
"2865","North","Rhamnus alaternus",1979,1,10,156
"2935","North","Rhamnus alaternus",1980,1,11,150
"3175","North","Rhamnus alaternus",1982,2,13,130
"3409","North","Rhamnus alaternus",1985,1,14,153
"3692","North","Rhamnus alaternus",1988,1,15,128
"3754","North","Rhamnus alaternus",1989,1,16,92
"3905","North","Rhamnus alaternus",1992,3,19,118
"4057","North","Rhamnus alaternus",1993,1,20,143
"4107","North","Rhamnus alaternus",1994,2,22,158
"4294","North","Rhamnus alaternus",1997,1,23,69
"4377","North","Rhamnus alaternus",1999,2,25,78
"4447","North","Rhamnus alaternus",2000,2,27,72
"4555","North","Rhamnus alaternus",2002,1,28,37
"4582","North","Rhamnus alaternus",2003,1,29,56
"98","North","Ricinus communis",1928,1,1,44
"135","North","Ricinus communis",1930,1,2,11
"1698","North","Ricinus communis",1968,3,5,139
"2379","North","Ricinus communis",1975,2,7,253
"2952","North","Ricinus communis",1980,4,11,150
"3833","North","Ricinus communis",1991,1,12,114
"3939","North","Ricinus communis",1992,1,13,118
"2600","North","Rubus fruticosus",1977,1,1,299
"2831","North","Rubus fruticosus",1979,3,4,156
"2982","North","Rubus fruticosus",1980,3,7,150
"3091","North","Rubus fruticosus",1981,1,8,158
"3903","North","Rubus fruticosus",1992,2,10,118
"4487","North","Rubus fruticosus",2001,1,11,47
"4678","North","Rubus fruticosus",2007,1,12,15
"307","North","Rumex sagittatus",1942,3,3,25
"422","North","Rumex sagittatus",1946,1,4,24
"455","North","Rumex sagittatus",1947,2,6,43
"497","North","Rumex sagittatus",1949,1,7,59
"552","North","Rumex sagittatus",1950,1,8,81
"680","North","Rumex sagittatus",1953,1,9,129
